file_name,synth_prediction
POSCAR-mp-775808.vasp,0
POSCAR-mp-776081.vasp,0
POSCAR-mp-1192043.vasp,0
POSCAR-mp-1245060.vasp,1
POSCAR-mp-1245195.vasp,0
POSCAR-mp-997630.vasp,0
POSCAR-mp-2619433.vasp,0
POSCAR-mp-675232.vasp,0
POSCAR-mp-1002570.vasp,0
POSCAR-mp-685184.vasp,1
POSCAR-mp-556882.vasp,1
POSCAR-mp-555676.vasp,0
POSCAR-mp-865631.vasp,0
POSCAR-mp-1147779.vasp,0
POSCAR-mp-1239228.vasp,1
POSCAR-mp-1272321.vasp,1
POSCAR-mp-1043797.vasp,1
POSCAR-mp-1272824.vasp,1
POSCAR-mp-1046940.vasp,1
POSCAR-mp-680222.vasp,0
POSCAR-mp-754472.vasp,0
POSCAR-mp-20329.vasp,1
POSCAR-mp-1284778.vasp,0
POSCAR-mp-1102255.vasp,0
POSCAR-mp-996960.vasp,1
POSCAR-mp-35899.vasp,0
POSCAR-mp-557183.vasp,0
POSCAR-mp-600237.vasp,1
POSCAR-mp-2225569.vasp,1
POSCAR-mp-28588.vasp,1
POSCAR-mp-753226.vasp,0
POSCAR-mp-756362.vasp,1
POSCAR-mp-2210615.vasp,0
POSCAR-mp-997088.vasp,0
POSCAR-mp-1213992.vasp,1
POSCAR-mp-1096933.vasp,0
POSCAR-mp-1245026.vasp,0
POSCAR-mp-1017988.vasp,0
POSCAR-mp-1097010.vasp,0
POSCAR-mp-1208117.vasp,0
POSCAR-mp-754555.vasp,0
POSCAR-mp-1178387.vasp,1
POSCAR-mp-1379702.vasp,1
POSCAR-mp-1062989.vasp,0
POSCAR-mp-2242317.vasp,0
POSCAR-mp-757021.vasp,1
POSCAR-mp-756475.vasp,0
POSCAR-mp-1045981.vasp,1
POSCAR-mp-1222301.vasp,0
POSCAR-mp-1249090.vasp,1
POSCAR-mp-1356781.vasp,1
POSCAR-mp-556464.vasp,0
POSCAR-mp-752562.vasp,0
POSCAR-mp-755378.vasp,1
POSCAR-mp-757415.vasp,1
POSCAR-mp-2214803.vasp,0
POSCAR-mp-1390005.vasp,0
POSCAR-mp-1431292.vasp,0
POSCAR-mp-2214915.vasp,0
POSCAR-mp-1040967.vasp,1
POSCAR-mp-698587.vasp,1
POSCAR-mp-1346485.vasp,0
POSCAR-mp-776378.vasp,1
POSCAR-mp-985587.vasp,0
POSCAR-mp-1101371.vasp,1
POSCAR-mp-1187736.vasp,0
POSCAR-mp-1184563.vasp,0
POSCAR-mp-972827.vasp,0
POSCAR-mp-755525.vasp,1
POSCAR-mp-1280547.vasp,0
POSCAR-mp-1180705.vasp,1
POSCAR-mp-1402304.vasp,0
POSCAR-mp-2226109.vasp,0
POSCAR-mp-1183971.vasp,0
POSCAR-mp-754701.vasp,0
POSCAR-mp-760512.vasp,1
POSCAR-mp-1370790.vasp,0
POSCAR-mp-715574.vasp,1
POSCAR-mp-768232.vasp,1
POSCAR-mp-753829.vasp,0
POSCAR-mp-1210642.vasp,0
POSCAR-mp-768505.vasp,1
POSCAR-mp-1244900.vasp,1
POSCAR-mp-20073.vasp,1
POSCAR-mp-1176501.vasp,0
POSCAR-mp-691106.vasp,1
POSCAR-mp-555351.vasp,1
POSCAR-mp-1196483.vasp,1
POSCAR-mp-754508.vasp,0
POSCAR-mp-772528.vasp,0
POSCAR-mp-2225851.vasp,1
POSCAR-mp-1185614.vasp,0
POSCAR-mp-1245104.vasp,1
POSCAR-mp-1245262.vasp,1
POSCAR-mp-690525.vasp,1
POSCAR-mp-1186747.vasp,0
POSCAR-mp-1278441.vasp,0
POSCAR-mp-774250.vasp,1
POSCAR-mp-1101417.vasp,1
POSCAR-mp-1371447.vasp,0
POSCAR-mp-1277107.vasp,1
POSCAR-mp-1244874.vasp,1
POSCAR-mp-1273223.vasp,1
POSCAR-mp-1181286.vasp,1
POSCAR-mp-565203.vasp,1
POSCAR-mp-37036.vasp,1
POSCAR-mp-753948.vasp,0
POSCAR-mp-1187025.vasp,1
POSCAR-mp-1247896.vasp,1
POSCAR-mp-1244517.vasp,1
POSCAR-mp-1016820.vasp,0
POSCAR-mp-1184309.vasp,0
POSCAR-mp-1235575.vasp,1
POSCAR-mp-759304.vasp,1
POSCAR-mp-642210.vasp,1
POSCAR-mp-1436662.vasp,0
POSCAR-mp-1187460.vasp,0
POSCAR-mp-1221931.vasp,0
POSCAR-mp-1220143.vasp,1
POSCAR-mp-983578.vasp,0
POSCAR-mp-754022.vasp,1
POSCAR-mp-1016927.vasp,0
POSCAR-mp-753425.vasp,1
POSCAR-mp-1016854.vasp,0
POSCAR-mp-1016848.vasp,0
POSCAR-mp-2223057.vasp,0
POSCAR-mp-754342.vasp,1
POSCAR-mp-1408708.vasp,1
POSCAR-mp-753471.vasp,1
POSCAR-mp-775300.vasp,1
POSCAR-mp-1016829.vasp,0
POSCAR-mp-770997.vasp,0
POSCAR-mp-1277476.vasp,1
POSCAR-mp-1187190.vasp,0
POSCAR-mp-1187442.vasp,0
POSCAR-mp-2225597.vasp,0
POSCAR-mp-1181443.vasp,1
POSCAR-mp-849527.vasp,0
POSCAR-mp-1173894.vasp,0
POSCAR-mp-1185485.vasp,0
POSCAR-mp-1182200.vasp,0
POSCAR-mp-755568.vasp,0
POSCAR-mp-2240276.vasp,0
POSCAR-mp-2227364.vasp,0
POSCAR-mp-771123.vasp,1
POSCAR-mp-768409.vasp,1
POSCAR-mp-1245024.vasp,1
POSCAR-mp-1218167.vasp,1
POSCAR-mp-866095.vasp,0
POSCAR-mp-1080080.vasp,0
POSCAR-mp-779908.vasp,1
POSCAR-mp-753801.vasp,0
POSCAR-mp-760953.vasp,1
POSCAR-mp-37214.vasp,0
POSCAR-mp-1542758.vasp,1
POSCAR-mp-764074.vasp,1
POSCAR-mp-1183524.vasp,1
POSCAR-mp-1343327.vasp,0
POSCAR-mp-2239834.vasp,0
POSCAR-mp-975206.vasp,0
POSCAR-mp-1187744.vasp,0
POSCAR-mp-1178550.vasp,0
POSCAR-mp-1016846.vasp,0
POSCAR-mp-978506.vasp,0
POSCAR-mp-1179315.vasp,1
POSCAR-mp-1245052.vasp,1
POSCAR-mp-776168.vasp,1
POSCAR-mp-1016825.vasp,0
POSCAR-mp-1386773.vasp,0
POSCAR-mp-885434.vasp,0
POSCAR-mp-1180739.vasp,1
POSCAR-mp-1403480.vasp,1
POSCAR-mp-1280939.vasp,0
POSCAR-mp-754661.vasp,1
POSCAR-mp-1186764.vasp,0
POSCAR-mp-770347.vasp,0
POSCAR-mp-759209.vasp,1
POSCAR-mp-756909.vasp,0
POSCAR-mp-2383052.vasp,1
POSCAR-mp-1178578.vasp,1
POSCAR-mp-1184042.vasp,0
POSCAR-mp-756246.vasp,1
POSCAR-mp-641635.vasp,1
POSCAR-mp-1178219.vasp,1
POSCAR-mp-1185420.vasp,0
POSCAR-mp-1244869.vasp,1
POSCAR-mp-849937.vasp,1
POSCAR-mp-1173926.vasp,0
POSCAR-mp-1235342.vasp,0
POSCAR-mp-775130.vasp,0
POSCAR-mp-1222343.vasp,0
POSCAR-mp-1016828.vasp,0
POSCAR-mp-756633.vasp,1
POSCAR-mp-2210644.vasp,0
POSCAR-mp-2210610.vasp,0
POSCAR-mp-2210641.vasp,0
POSCAR-mp-1384267.vasp,0
POSCAR-mp-868005.vasp,1
POSCAR-mp-13134.vasp,0
POSCAR-mp-768479.vasp,0
POSCAR-mp-1195746.vasp,1
POSCAR-mp-1178815.vasp,1
POSCAR-mp-1244994.vasp,1
POSCAR-mp-1244937.vasp,1
POSCAR-mp-1185941.vasp,0
POSCAR-mp-972822.vasp,0
POSCAR-mp-13064.vasp,0
POSCAR-mp-545712.vasp,0
POSCAR-mp-770843.vasp,1
POSCAR-mp-755018.vasp,0
POSCAR-mp-754524.vasp,1
POSCAR-mp-756840.vasp,1
POSCAR-mp-1096944.vasp,0
POSCAR-mp-1180212.vasp,1
POSCAR-mp-1180932.vasp,1
POSCAR-mp-759744.vasp,1
POSCAR-mp-2225837.vasp,0
POSCAR-mp-773514.vasp,1
POSCAR-mp-761337.vasp,1
POSCAR-mp-1183701.vasp,0
POSCAR-mp-768310.vasp,0
POSCAR-mp-1281591.vasp,0
POSCAR-mp-555159.vasp,1
POSCAR-mp-4853.vasp,1
POSCAR-mp-1184051.vasp,0
POSCAR-mp-2240153.vasp,0
POSCAR-mp-1187065.vasp,0
POSCAR-mp-684956.vasp,1
POSCAR-mp-981132.vasp,0
POSCAR-mp-755138.vasp,0
POSCAR-mp-1173890.vasp,0
POSCAR-mp-2225418.vasp,0
POSCAR-mp-770413.vasp,0
POSCAR-mp-1183681.vasp,0
POSCAR-mp-1272234.vasp,1
POSCAR-mp-1181854.vasp,1
POSCAR-mp-1435972.vasp,0
POSCAR-mp-1179354.vasp,1
POSCAR-mp-1220387.vasp,1
POSCAR-mp-1279320.vasp,1
POSCAR-mp-755490.vasp,1
POSCAR-mp-2210624.vasp,0
POSCAR-mp-1306224.vasp,1
POSCAR-mp-1378086.vasp,0
POSCAR-mp-755559.vasp,0
POSCAR-mp-1187481.vasp,0
POSCAR-mp-676262.vasp,0
POSCAR-mp-685257.vasp,1
POSCAR-mp-1244938.vasp,0
POSCAR-mp-1173776.vasp,1
POSCAR-mp-977100.vasp,0
POSCAR-mp-674176.vasp,0
POSCAR-mp-998845.vasp,0
POSCAR-mp-1421498.vasp,0
POSCAR-mp-1421511.vasp,0
POSCAR-mp-1178374.vasp,1
POSCAR-mp-1245234.vasp,1
POSCAR-mp-1277299.vasp,0
POSCAR-mp-1023130.vasp,0
POSCAR-mp-1369676.vasp,1
POSCAR-mp-1183134.vasp,0
POSCAR-mp-1179263.vasp,1
POSCAR-mp-1016850.vasp,0
POSCAR-mp-778884.vasp,1
POSCAR-mp-1343733.vasp,1
POSCAR-mp-1016872.vasp,0
POSCAR-mp-1272996.vasp,1
POSCAR-mp-562987.vasp,1
POSCAR-mp-770192.vasp,0
POSCAR-mp-770849.vasp,1
POSCAR-mp-755592.vasp,0
POSCAR-mp-754331.vasp,1
POSCAR-mp-866036.vasp,0
POSCAR-mp-1371699.vasp,0
POSCAR-mp-1020622.vasp,1
POSCAR-mp-2226551.vasp,1
POSCAR-mp-1435359.vasp,1
POSCAR-mp-2224774.vasp,0
POSCAR-mp-759394.vasp,0
POSCAR-mp-768267.vasp,1
POSCAR-mp-778878.vasp,1
POSCAR-mp-754744.vasp,1
POSCAR-mp-548403.vasp,0
POSCAR-mp-864636.vasp,0
POSCAR-mp-759711.vasp,1
POSCAR-mp-779546.vasp,0
POSCAR-mp-759943.vasp,1
POSCAR-mp-2215808.vasp,0
POSCAR-mp-754520.vasp,1
POSCAR-mp-981376.vasp,0
POSCAR-mp-973269.vasp,0
POSCAR-mp-756332.vasp,1
POSCAR-mp-755382.vasp,1
POSCAR-mp-1101339.vasp,0
POSCAR-mp-2226997.vasp,0
POSCAR-mp-1183445.vasp,0
POSCAR-mp-644879.vasp,1
POSCAR-mp-30284.vasp,1
POSCAR-mp-754124.vasp,1
POSCAR-mp-1188026.vasp,0
POSCAR-mp-1236336.vasp,0
POSCAR-mp-754853.vasp,0
POSCAR-mp-1016819.vasp,0
POSCAR-mp-1179706.vasp,0
POSCAR-mp-2210609.vasp,0
POSCAR-mp-1101263.vasp,0
POSCAR-mp-32570.vasp,1
POSCAR-mp-772724.vasp,1
POSCAR-mp-1178562.vasp,1
POSCAR-mp-783910.vasp,1
POSCAR-mp-966801.vasp,1
POSCAR-mp-1173881.vasp,0
POSCAR-mp-779599.vasp,1
POSCAR-mp-1178422.vasp,0
POSCAR-mp-1016833.vasp,0
POSCAR-mp-756841.vasp,0
POSCAR-mp-754091.vasp,0
POSCAR-mp-1016930.vasp,0
POSCAR-mp-1186326.vasp,0
POSCAR-mp-1184150.vasp,0
POSCAR-mp-755509.vasp,1
POSCAR-mp-775763.vasp,1
POSCAR-mp-1303934.vasp,1
POSCAR-mp-2222762.vasp,0
POSCAR-mp-766243.vasp,1
POSCAR-mp-1176645.vasp,1
POSCAR-mp-566278.vasp,1
POSCAR-mp-1183298.vasp,0
POSCAR-mp-1245111.vasp,1
POSCAR-mp-684990.vasp,1
POSCAR-mp-972116.vasp,0
POSCAR-mp-753953.vasp,0
POSCAR-mp-1236486.vasp,0
POSCAR-mp-1444809.vasp,0
POSCAR-mp-1020117.vasp,1
POSCAR-mp-755788.vasp,0
POSCAR-mp-753902.vasp,1
POSCAR-mp-755905.vasp,1
POSCAR-mp-1173880.vasp,0
POSCAR-mp-1187377.vasp,0
POSCAR-mp-1016823.vasp,0
POSCAR-mp-1043379.vasp,0
POSCAR-mp-1177660.vasp,0
POSCAR-mp-1100926.vasp,1
POSCAR-mp-1016851.vasp,0
POSCAR-mp-1184625.vasp,0
POSCAR-mp-1173620.vasp,1
POSCAR-mp-771976.vasp,1
POSCAR-mp-551451.vasp,1
POSCAR-mp-1212729.vasp,0
POSCAR-mp-22979.vasp,0
POSCAR-mp-1342607.vasp,0
POSCAR-mp-1245081.vasp,1
POSCAR-mp-1016849.vasp,0
POSCAR-mp-1180816.vasp,1
POSCAR-mp-1076360.vasp,0
POSCAR-mp-1173486.vasp,1
POSCAR-mp-1343054.vasp,0
POSCAR-mp-1435808.vasp,0
POSCAR-mp-755574.vasp,1
POSCAR-mp-755657.vasp,0
POSCAR-mp-1376270.vasp,0
POSCAR-mp-760994.vasp,1
POSCAR-mp-1184599.vasp,0
POSCAR-mp-1180635.vasp,0
POSCAR-mp-755358.vasp,1
POSCAR-mp-755711.vasp,0
POSCAR-mp-2227220.vasp,0
POSCAR-mp-1273627.vasp,1
POSCAR-mp-1187220.vasp,0
POSCAR-mp-760017.vasp,0
POSCAR-mp-1180142.vasp,1
POSCAR-mp-978490.vasp,0
POSCAR-mp-1244887.vasp,1
POSCAR-mp-1283250.vasp,1
POSCAR-mp-770815.vasp,0
POSCAR-mp-1244888.vasp,1
POSCAR-mp-1178770.vasp,0
POSCAR-mp-777786.vasp,1
POSCAR-mp-862606.vasp,0
POSCAR-mp-715276.vasp,1
POSCAR-mp-1216067.vasp,0
POSCAR-mp-1020123.vasp,1
POSCAR-mp-1368210.vasp,1
POSCAR-mp-1245211.vasp,1
POSCAR-mp-1178467.vasp,1
POSCAR-mp-1020118.vasp,1
POSCAR-mp-1183696.vasp,0
POSCAR-mp-555574.vasp,1
POSCAR-mp-1016928.vasp,0
POSCAR-mp-1245167.vasp,1
POSCAR-mp-2626703.vasp,1
POSCAR-mp-2228257.vasp,0
POSCAR-mp-1016842.vasp,0
POSCAR-mp-1212778.vasp,0
POSCAR-mp-778604.vasp,1
POSCAR-mp-777514.vasp,1
POSCAR-mp-1221937.vasp,0
POSCAR-mp-1178039.vasp,0
POSCAR-mp-1020361.vasp,1
POSCAR-mp-1369528.vasp,0
POSCAR-mp-556711.vasp,1
POSCAR-mp-1210210.vasp,0
POSCAR-mp-755198.vasp,0
POSCAR-mp-756744.vasp,1
POSCAR-mp-545379.vasp,0
POSCAR-mp-690546.vasp,1
POSCAR-mp-1213826.vasp,1
POSCAR-mp-780654.vasp,1
POSCAR-mp-1173923.vasp,0
POSCAR-mp-1187529.vasp,0
POSCAR-mp-849695.vasp,0
POSCAR-mp-778667.vasp,1
POSCAR-mp-757147.vasp,1
POSCAR-mp-1283849.vasp,1
POSCAR-mp-754401.vasp,1
POSCAR-mp-756041.vasp,1
POSCAR-mp-1244878.vasp,1
POSCAR-mp-753856.vasp,0
POSCAR-mp-557691.vasp,1
POSCAR-mp-1378752.vasp,1
POSCAR-mp-776646.vasp,1
POSCAR-mp-17097.vasp,1
POSCAR-mp-1016881.vasp,0
POSCAR-mp-977408.vasp,0
POSCAR-mp-761322.vasp,1
POSCAR-mp-1011260.vasp,1
POSCAR-mp-1259818.vasp,1
POSCAR-mp-973471.vasp,0
POSCAR-mp-1225275.vasp,1
POSCAR-mp-1273854.vasp,1
POSCAR-mp-1272087.vasp,1
POSCAR-mp-35248.vasp,0
POSCAR-mp-1199593.vasp,1
POSCAR-mp-849295.vasp,1
POSCAR-mp-757501.vasp,1
POSCAR-mp-1098011.vasp,1
POSCAR-mp-2225355.vasp,0
POSCAR-mp-755175.vasp,1
POSCAR-mp-1187310.vasp,0
POSCAR-mp-756505.vasp,0
POSCAR-mp-753923.vasp,0
POSCAR-mp-647158.vasp,1
POSCAR-mp-1184557.vasp,0
POSCAR-mp-780275.vasp,0
POSCAR-mp-757636.vasp,0
POSCAR-mp-887724.vasp,0
POSCAR-mp-1244940.vasp,1
POSCAR-mp-778450.vasp,1
POSCAR-mp-1020124.vasp,1
POSCAR-mp-1272388.vasp,1
POSCAR-mp-23080.vasp,0
POSCAR-mp-1101383.vasp,0
POSCAR-mp-1358047.vasp,0
POSCAR-mp-753386.vasp,1
POSCAR-mp-759516.vasp,0
POSCAR-mp-1207852.vasp,0
POSCAR-mp-1178549.vasp,1
POSCAR-mp-715474.vasp,1
POSCAR-mp-19342.vasp,1
POSCAR-mp-2225394.vasp,0
POSCAR-mp-1227982.vasp,1
POSCAR-mp-685413.vasp,1
POSCAR-mp-1101720.vasp,1
POSCAR-mp-1178547.vasp,0
POSCAR-mp-1101462.vasp,0
POSCAR-mp-779311.vasp,1
POSCAR-mp-768333.vasp,1
POSCAR-mp-3205.vasp,0
POSCAR-mp-644741.vasp,1
POSCAR-mp-1254277.vasp,1
POSCAR-mp-1392353.vasp,0
POSCAR-mp-1274024.vasp,1
POSCAR-mp-642209.vasp,1
POSCAR-mp-755021.vasp,1
POSCAR-mp-1219167.vasp,1
POSCAR-mp-1101655.vasp,1
POSCAR-mp-1080060.vasp,1
POSCAR-mp-776093.vasp,0
POSCAR-mp-1187247.vasp,1
POSCAR-mp-776216.vasp,1
POSCAR-mp-1040469.vasp,0
POSCAR-mp-866030.vasp,0
POSCAR-mp-1416619.vasp,0
POSCAR-mp-532085.vasp,0
POSCAR-mp-776688.vasp,1
POSCAR-mp-773516.vasp,1
POSCAR-mp-754812.vasp,1
POSCAR-mp-550908.vasp,1
POSCAR-mp-860791.vasp,1
POSCAR-mp-1665973.vasp,0
POSCAR-mp-1043875.vasp,1
POSCAR-mp-1639950.vasp,0
POSCAR-mp-1187448.vasp,0
POSCAR-mp-1209489.vasp,0
POSCAR-mp-1399724.vasp,0
POSCAR-mp-1245237.vasp,1
POSCAR-mp-1207705.vasp,1
POSCAR-mp-1395974.vasp,0
POSCAR-mp-1207179.vasp,0
POSCAR-mp-768889.vasp,1
POSCAR-mp-1188449.vasp,1
POSCAR-mp-778222.vasp,1
POSCAR-mp-780226.vasp,0
POSCAR-mp-756912.vasp,1
POSCAR-mp-972367.vasp,0
POSCAR-mp-1187488.vasp,0
POSCAR-mp-752636.vasp,1
POSCAR-mp-768308.vasp,0
POSCAR-mp-756081.vasp,1
POSCAR-mp-1186324.vasp,0
POSCAR-mp-976284.vasp,0
POSCAR-mp-1236510.vasp,0
POSCAR-mp-5073.vasp,1
POSCAR-mp-1046793.vasp,1
POSCAR-mp-1272833.vasp,0
POSCAR-mp-756935.vasp,0
POSCAR-mp-770544.vasp,1
POSCAR-mp-1431390.vasp,1
POSCAR-mp-2210618.vasp,0
POSCAR-mp-677054.vasp,1
POSCAR-mp-1244911.vasp,1
POSCAR-mp-755593.vasp,0
POSCAR-mp-1016837.vasp,0
POSCAR-mp-766236.vasp,1
POSCAR-mp-2225330.vasp,0
POSCAR-mp-768711.vasp,1
POSCAR-mp-770662.vasp,0
POSCAR-mp-1179381.vasp,1
POSCAR-mp-755811.vasp,1
POSCAR-mp-2239917.vasp,0
POSCAR-mp-1373421.vasp,0
POSCAR-mp-1504268.vasp,1
POSCAR-mp-1178513.vasp,0
POSCAR-mp-754202.vasp,1
POSCAR-mp-33746.vasp,1
POSCAR-mp-1101269.vasp,1
POSCAR-mp-677413.vasp,1
POSCAR-mp-756378.vasp,1
POSCAR-mp-2227190.vasp,0
POSCAR-mp-756281.vasp,0
POSCAR-mp-1016875.vasp,0
POSCAR-mp-1213812.vasp,0
POSCAR-mp-756082.vasp,0
POSCAR-mp-976446.vasp,0
POSCAR-mp-1100874.vasp,0
POSCAR-mp-1016929.vasp,0
POSCAR-mp-754231.vasp,1
POSCAR-mp-756221.vasp,1
POSCAR-mp-1235437.vasp,0
POSCAR-mp-1299294.vasp,0
POSCAR-mp-2210646.vasp,0
POSCAR-mp-1245057.vasp,1
POSCAR-mp-1337169.vasp,0
POSCAR-mp-756867.vasp,0
POSCAR-mp-1016827.vasp,0
POSCAR-mp-1105216.vasp,1
POSCAR-mp-754145.vasp,0
POSCAR-mp-2228114.vasp,0
POSCAR-mp-982040.vasp,0
POSCAR-mp-759939.vasp,1
POSCAR-mp-775907.vasp,1
POSCAR-mp-776428.vasp,1
POSCAR-mp-778756.vasp,0
POSCAR-mp-642216.vasp,1
POSCAR-mp-690346.vasp,1
POSCAR-mp-1076070.vasp,1
POSCAR-mp-776024.vasp,1
POSCAR-mp-1184813.vasp,0
POSCAR-mp-1245078.vasp,1
POSCAR-mp-1245036.vasp,1
POSCAR-mp-1186948.vasp,0
POSCAR-mp-781626.vasp,0
POSCAR-mp-1291335.vasp,1
POSCAR-mp-1207696.vasp,1
POSCAR-mp-776456.vasp,1
POSCAR-mp-755109.vasp,0
POSCAR-mp-1193069.vasp,1
POSCAR-mp-973579.vasp,0
POSCAR-mp-1183043.vasp,0
POSCAR-mp-1219584.vasp,1
POSCAR-mp-756122.vasp,1
POSCAR-mp-782035.vasp,1
POSCAR-mp-973977.vasp,0
POSCAR-mp-1374707.vasp,1
POSCAR-mp-972442.vasp,0
POSCAR-mp-1400395.vasp,0
POSCAR-mp-755324.vasp,1
POSCAR-mp-1079159.vasp,0
POSCAR-mp-1180700.vasp,1
POSCAR-mp-756214.vasp,0
POSCAR-mp-1207184.vasp,0
POSCAR-mp-762225.vasp,1
POSCAR-mp-1305509.vasp,0
POSCAR-mp-729930.vasp,0
